iter	Passed	Remaining
1666	66958	13375
1667	66995	13334
1668	67033	13294
1669	67071	13253
1670	67109	13213
1671	67148	13172
1672	67182	13131
1673	67220	13090
1674	67259	13050
1675	67300	13010
1676	67340	12970
1677	67374	12928
1678	67413	12888
1679	67451	12847
1680	67487	12806
1681	67526	12766
1682	67563	12725
1683	67600	12685
1684	67639	12644
1685	67678	12604
1686	67723	12565
1687	67762	12524
1688	67801	12484
1689	67838	12443
1690	67877	12403
1691	67914	12362
1692	67953	12322
1693	67990	12281
1694	68028	12241
1695	68066	12200
1696	68103	12159
1697	68141	12119
1698	68181	12079
1699	68221	12039
1700	68257	11998
1701	68294	11957
1702	68332	11917
1703	68371	11876
1704	68412	11836
1705	68450	11796
1706	68485	11755
1707	68523	11714
1708	68561	11674
1709	68598	11633
1710	68634	11592
1711	68673	11552
1712	68720	11513
1713	68759	11473
1714	68796	11432
1715	68833	11392
1716	68872	11351
1717	68908	11310
1718	68944	11270
1719	68981	11229
1720	69019	11189
1721	69055	11148
1722	69093	11107
1723	69128	11067
1724	69167	11026
1725	69204	10986
1726	69241	10945
1727	69277	10904
1728	69317	10864
1729	69354	10824
1730	69392	10783
1731	69429	10743
1732	69469	10703
1733	69506	10662
1734	69548	10622
1735	69585	10582
1736	69622	10541
1737	69657	10500
1738	69696	10460
1739	69745	10421
1740	69782	10381
1741	69820	10340
1742	69858	10300
1743	69895	10259
1744	69932	10219
1745	69969	10178
1746	70009	10138
1747	70050	10098
1748	70088	10058
1749	70123	10017
1750	70161	9977
1751	70199	9936
1752	70235	9896
1753	70272	9855
1754	70313	9815
1755	70351	9775
1756	70387	9734
1757	70428	9694
1758	70465	9654
1759	70506	9614
1760	70546	9574
1761	70585	9534
1762	70626	9494
1763	70663	9453
1764	70702	9413
1765	70745	9373
1766	70786	9334
1767	70827	9294
1768	70865	9253
1769	70902	9213
1770	70938	9172
1771	70982	9133
1772	71109	9104
1773	71172	9067
1774	71205	9026
1775	71237	8984
1776	71265	8943
1777	71295	8901
1778	71331	8861
1779	71363	8820
1780	71394	8778
1781	71421	8737
1782	71454	8696
1783	71482	8654
1784	71514	8613
1785	71545	8572
1786	71590	8533
1787	71626	8492
1788	71658	8451
1789	71699	8411
1790	71729	8370
1791	71778	8331
1792	71824	8292
1793	71860	8251
1794	71897	8211
1795	71927	8169
1796	71963	8129
1797	72011	8090
1798	72050	8050
1799	72096	8010
1800	72138	7970
1801	72182	7931
1802	72228	7891
1803	72267	7851
1804	72298	7810
1805	72329	7769
1806	72356	7728
1807	72388	7687
1808	72419	7646
1809	72451	7605
1810	72481	7564
1811	72512	7523
1812	72544	7482
1813	72580	7442
1814	72612	7401
1815	72642	7360
1816	72677	7319
1817	72711	7279
1818	72741	7238
1819	72780	7198
1820	72817	7157
1821	72852	7117
1822	72897	7077
1823	72941	7038
1824	72974	6997
1825	73010	6957
1826	73045	6916
1827	73085	6876
1828	73123	6836
1829	73156	6795
1830	73187	6755
1831	73231	6715
1832	73264	6674
1833	73301	6634
1834	73339	6594
1835	73373	6554
1836	73407	6513
1837	73442	6473
1838	73483	6433
1839	73520	6393
1840	73555	6352
1841	73594	6312
1842	73629	6272
1843	73665	6231
1844	73703	6191
1845	73739	6151
1846	73774	6111
1847	73810	6070
1848	73843	6030
1849	73880	5990
1850	73911	5949
1851	73945	5909
1852	73980	5868
1853	74012	5828
1854	74046	5787
1855	74081	5747
1856	74112	5707
1857	74160	5667
1858	74195	5627
1859	74228	5587
1860	74267	5547
1861	74313	5507
1862	74351	5467
1863	74386	5427
1864	74426	5387
1865	74466	5347
1866	74502	5307
1867	74541	5267
1868	74585	5227
1869	74623	5187
1870	74660	5147
1871	74699	5107
1872	74734	5067
1873	74772	5027
1874	74813	4987
1875	74851	4947
1876	74892	4907
1877	74932	4867
1878	74972	4827
1879	75010	4787
1880	75049	4747
1881	75088	4707
1882	75126	4667
1883	75163	4627
1884	75201	4587
1885	75240	4547
1886	75280	4508
1887	75319	4468
1888	75357	4428
1889	75395	4388
1890	75433	4348
1891	75472	4308
1892	75510	4268
1893	75549	4228
1894	75588	4188
1895	75627	4148
1896	75664	4108
1897	75704	4068
1898	75744	4028
1899	75782	3988
1900	75824	3948
1901	75860	3908
1902	75901	3868
1903	75941	3828
1904	75980	3789
1905	76019	3749
1906	76056	3709
1907	76094	3669
1908	76133	3629
1909	76175	3589
1910	76212	3549
1911	76249	3509
1912	76284	3469
1913	76324	3429
1914	76360	3389
1915	76400	3349
1916	76437	3309
1917	76478	3269
1918	76517	3229
1919	76554	3189
1920	76594	3149
1921	76634	3110
1922	76674	3070
1923	76712	3030
1924	76750	2990
1925	76789	2950
1926	76836	2910
1927	76875	2870
1928	76913	2830
1929	76949	2790
1930	76987	2750
1931	77024	2711
1932	77062	2671
1933	77100	2631
1934	77141	2591
1935	77187	2551
1936	77227	2511
1937	77264	2471
1938	77303	2431
1939	77343	2392
1940	77381	2352
1941	77416	2312
1942	77453	2272
1943	77491	2232
1944	77532	2192
1945	77570	2152
1946	77608	2112
1947	77643	2072
1948	77683	2032
1949	77722	1992
1950	77760	1952
1951	77798	1913
1952	77843	1873
1953	77879	1833
1954	77917	1793
1955	77955	1753
1956	77995	1713
1957	78035	1673
1958	78073	1634
1959	78114	1594
1960	78151	1554
1961	78188	1514
1962	78229	1474
1963	78266	1434
1964	78305	1394
1965	78345	1354
1966	78382	1315
1967	78421	1275
1968	78461	1235
1969	78498	1195
1970	78536	1155
1971	78576	1115
1972	78613	1075
1973	78651	1035
1974	78689	996
1975	78725	956
1976	78762	916
1977	78799	876
1978	78846	836
1979	78885	796
1980	78922	756
1981	78959	717
1982	78996	677
1983	79032	637
1984	79072	597
1985	79108	557
1986	79145	517
1987	79182	477
1988	79220	438
1989	79259	398
1990	79297	358
1991	79333	318
1992	79370	278
1993	79408	238
1994	79445	199
1995	79483	159
1996	79520	119
1997	79558	79
1998	79597	39
1999	79634	0
